"","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils"
"GSM1621765",0,0.0335543157736455,0.305590625396311,0.0146782627716304,0,0.132908330480128,0,0.00479132331246057,0,0,0,0.0240504929061328,0.00663774805279855,0.0674629663412988,0.11526932427807,0.0352969047286235,0,0,0,0.199113486252336,0.0280886255868884,0.0325575941196766
"GSM1621766",0.0256354166992483,0,0.335224186942322,0,0,0.206421027850841,0,0,0,0.0311416057812745,0,0.0367249942481116,0.0228548650334387,0,0.090678146138735,0.188407779165838,0.00723760492610409,0,0,0.0556743732140869,0,0
"GSM1621769",0,0.0423353808407494,0.246429160982422,0,0,0.0502837741968195,0.00327040533862613,0.057991432465057,0,0.035388543581502,0,0.0582590805997518,0,0.0970066722076978,0.0911188671504606,0.124079205797941,0,0,0,0.188705899932224,0,0.00513157690674964
"GSM1621770",0.139353416436596,0.0955532424214206,0.0669376005650142,0.00794530572977111,0,0.160342710370243,0,0.0437451869464732,0.00426713953920706,0.00943338744834426,0,0.0922897416978632,0,0,0.0845111071030682,0.222551789327379,0,0.00788632193394002,0,0.0343633921652358,0.030819658315444,0
"GSM1621773",0.0766974302178052,0,0.262673894271998,0.0215547864264234,0,0.12100191615,0,0.0296705293183141,0.0100544239550679,0,0,0.0840501366338502,0.00188537632983705,0,0.126795912096174,0.187006397167066,0.00703613931170814,0,0.0410187183302377,0,0.0305543397915184,0
"GSM1621778",0,0,0.385501697448941,0,0,0.159811994368847,0,0.00369285728724051,0,0.0234227352398233,0,0.110886351712191,0,0.0298324897331047,0.0755553414775876,0.127440382530178,0.00801656873285984,0,0,0.0758395814692263,0,0
"GSM1621781",0.0773932407952953,0,0.269554610031153,0,0,0.168227692696844,0,0.0169189525541307,0.00563096927595806,0,0,0.0974449135816942,0,0,0.0174285105275332,0.289722456867533,0,0.00460949201672418,0.0201496348644092,0.00320338456484827,0.0297161422238776,0
"GSM1621785",0,0,0.396030495519009,0,0,0.139388511844493,0.031642194886878,0.0137483156394429,0,0.00833737710640686,0,0.0251147305106639,0,0,0.0390773340421285,0.17977754761798,0.00110063814183718,0,0,0.161236903869154,0.00434175712693602,0.000204193695070657
"GSM1621786",0.0201491052961522,0.033638696722326,0.176576798043154,0.0212435264953189,0,0.0453674429173495,0.0350957498940742,0.0194668950743206,0,0.034885917908186,0,0.0264556920270449,0.0174823979417254,0.132846308696676,0.157296791342541,0.0332961462854473,0,0,0,0.215704317432995,0.00582859376599225,0.0246656201566976
"GSM1621793",0.0377215103954717,0.00166106199056717,0.24764205313093,0.0630875149443777,0,0.202014024415521,0.00116872179665921,0.00138342381965381,0,0,0,0.069311414362215,0.00246131032889184,0,0.102318715363588,0.193149485152056,0,0,0,0.0544777219506344,0.023603042349434,0
"GSM1621794",0.0122823186748412,0.0575891084319858,0.217160728754543,0.000555118220541434,0,0.0607714974427097,0,0.0354539736712115,0,0.0356528989524192,0,0.0334650983918268,0.0261555071001931,0.105697543381898,0.111662490367567,0.00600080095824022,0,0,0,0.233027045631178,0.047501425721958,0.0170244442988871
"GSM1621798",0,0.0431301666101352,0.343828100155396,0,0,0.062867265419787,0,0.0292801181201485,0,0.0483924914374664,0,0.0171951176394997,0.0289160714800553,0.02000419034858,0.123367463502474,0.0288170118320848,0,8.58353709291387e-06,0,0.189658718406866,0.0160397470535182,0.0484949544568968
"GSM1621805",0.0303562603120496,0,0.290808700861781,0,0,0.118452956509583,0,0.00531934295826644,0.00520306180736495,0.036838311831855,0,0.138601927727479,0,0,0.0336619684052683,0.198043500789228,0,0,0.135335097879892,0,0,0.00737887091723328
"GSM1621806",0,0.041620440210186,0.297314328582172,0,0.0102054851288017,0.0819624341881735,0,0.0158000998753188,0,0.0517284146734288,0,0.035590891763719,0,0,0.0265380525794054,0.336252982582847,0.00538671823363573,0,0.0696129061030558,0,0.0279872460792562,0
"GSM1621809",0.0868998342223078,0.152413014486202,0.0315534507286539,0.0442787069642765,0,0.146019018900577,0,0.0512066682730552,0.00395646085433094,0,0,0.122258058539314,0.0150818025031784,0,0.0447683634125421,0.170149646801367,0,0.0147157232022774,0.0757946925428968,0,0.04090455856902,0
"GSM1621810",0.0291036158898147,0.0890958151931291,0.32412906460179,0.0192481987521875,0,0.0665619098892419,0,0.0455374855312774,0,0.0951685058372668,0,0.0215544106016346,0,0.0490063912992643,0.0806237362240542,0.0885093671766497,0,0,0,0.0560409141325612,0.0354205848711284,0
"GSM1621816",0,0.00875897585779001,0.427571215144657,0.00855795941911659,0,0.0772132063130645,0.0155253467045706,0.00993403680988837,0,0.0308412400287912,0,0.0559857430265753,0.0461153662239932,0.0169437885356461,0.0753112209879982,0.146108995567583,0,0,0,0.0539109649966832,0.0202462948594726,0.00697564552417087
"GSM1621817",0.0739247543714556,0,0.116367800862952,0.0800749051734492,0,0.162873233775633,0,0.0258056059662971,0.00789320119729814,0,0,0.0328329778614241,0.00611659769543052,0,0.0757621145067878,0.322998068837466,0,0.0111703065902282,0.054737020399683,0,0.0294434127618957,0
"GSM1621820",0.000541537496926103,0.00981871500965651,0.3852659233676,0.0242631680750479,0,0.0743958480815899,0.0139305446918677,0.0248501134536871,0,0.0359563830539053,0,0.0792456497343368,0.00196155880386219,0.00924076001878845,0.13258662865288,0.0812361574446119,0,0,0,0.103206958846054,0.0168209630268069,0.00667909024238
"GSM1621821",0.0123305023559018,0,0.343356820122763,0,0,0.068936708993168,0.010868261124572,0.0196678218160572,0,0.0372193473365053,0,0.0329219890892503,0,0,0.0714827121673358,0.171135795662849,0.00849061694168528,0,0,0.190201351547629,0.00939628512405544,0.0239917877182282
"GSM1621824",0.00599881971792372,0.279492290328609,0.138615617194423,0.0825581392758977,0,0.0580319953709272,0,0.0629359241510812,0.0157742657110927,0.0123999370692561,0,0.0672626248814577,0,0.0262274671012174,0.0603354357609898,0.139043234441193,0,0,0.0216063843681269,0,0.0297178646278044,0
"GSM1621827",0.0368883363168528,0,0.257733280411758,0.0290733333523678,0,0.223978347157271,0,0.0126577794085755,0,0.0152030894798629,0,0.0994306220078073,0,0,0.0174531502635026,0.192138313128217,0.00259080146436491,0.0062530221508416,0,0.0746366078981076,0.0319633169604713,0
"GSM1621831",0.00348242814838044,0,0.336765747771367,0,0,0.13304995773206,0,0.00133261331593148,0,0.055036151211756,0,0.0327267033666694,0,0,0.0411490929655703,0.181559541359576,0.00301243695232231,0,0,0.211885327176366,0,0
"GSM1621836",0.0317162130476835,0.0174402465760027,0.297389898812872,0.034179537451838,0,0.1057361921771,0,0.0459524878528492,0,0.0192845056832043,0,0.0631928199939712,0,0.00160180739208253,0.087636306820436,0.18340935039583,0.00490783726952396,0,0,0.0568813513507526,0.050671445175855,0
"GSM1621839",0.00304124629660481,0,0.302913315796687,0,0,0.0811291127925388,0,0.039607313396083,0,0.0886901860349308,0,0.0511880658268208,0,0,0.0934159714364472,0.180688440929043,0.0130478321327762,0,0,0.139615770676415,0,0.00666274468165391
"GSM1621840",0,0.0424294514936981,0.265028315129686,0,0,0.112774289861243,0,0.0157673945114146,0,0.0648720547910217,0,0.0907398922543934,0,0,0.0191624589324758,0.261865262253049,0.00378064828108768,0,0,0.112379683427851,0,0.0112005490640801
"GSM1621844",0.129596113725285,0.0678326163304632,0.22649848445661,0.0168440670746385,0,0.073750346310619,0,0.0537348891476326,0,0.0326748656871912,0,0.0275241573515684,0,0.0865773299343367,0.110384923468691,0.0489481190022143,0,0,0,0.105778328312136,0.0189084914882208,0.000947267710393147
"GSM1621848",0,0.0498876360382992,0.380274292558215,0.022157744413817,0,0.0855645522525191,0,0.00669808167208529,0,0.0351960388155156,0,0.0275871768461696,0,0.0600762528889249,0.0652422632244643,0.118036224874957,0,0,0,0.102601293765675,0.0368152951948745,0.00986314745448246
"GSM1621851",0.00881415901331032,0,0.243329562379333,0,0,0.158748967986963,0.0099729096412487,0.0127005543651217,0,0.0430113312436875,0,0.0341843637548911,0,0,0.0465759030625361,0.319487832537205,0,0,0.123174416015704,0,0,0
"GSM1621852",0,0.0461033281396197,0.16310036515479,0,0,0.0667538611133335,0.00674266794805962,0.0227480687910339,0.0221541318213386,0.11498753286145,0,0.0346816032831402,0,0,0.00564272785621575,0.343336123721327,0,0.0242072234465849,0.0950795382521659,0,0.0544628276109413,0
"GSM1621855",0.080305462098188,0,0.076933533398576,0.0237786072235852,0,0.204184967989841,0,0.0155885964922944,0,0,0,0.0787659717658474,0.00314222861997221,0,0.0796891245793534,0.32974956817207,0,0,0.0750949287001057,0,0.0327670109601661,0
"GSM1621856",0,0.07212521084477,0.323056200758303,0.0204897165990117,0,0.118095611480836,0.0115188888640078,0.0307486447038907,0,0.0743556736064405,0,0.0219978450742216,0,0.0483362941497989,0.0954753959512626,0.0808301645646171,0,0,0,0.0703545436819116,0.0326158097209281,0
"GSM1621857",0.0158540620891501,0,0.358085964817125,0,0,0.0578406261997131,0.00874016818624363,0.00362588128070571,0,0.014996033430551,0,0.0476228544746148,0,0.061302497644473,0.0841970739591722,0.0816460945738957,0,0,0,0.253137855048473,0.0069916372155347,0.00595925108034792
"GSM1621861",0.0201481342245361,0,0.27532101975366,0,0,0.126303341316869,0,0.0320103669386469,0,0.02953227150429,0,0.0595482049478921,0,0,0.121911394558121,0.25518801817893,0.00930380023349028,0,0.0707334483435649,0,0,0
"GSM1621862",0,0,0.253039779773868,0.0202653680355161,0,0.116502131136937,0,0,0.00850369287943025,0,0,0.0478754374751241,0.00334931321639942,0,0.0271316537252189,0.401489122791292,0.0104901205722902,0,0.0687821407145623,0,0.0413098922778231,0.00126134740153816
"GSM1621863",0.048469079217971,0.0261160476333022,0.0890754464831727,0.0109794019373673,0,0.161978984485637,0,0.0659530410460698,0,0,0,0.123839486033929,0.026177488022431,0,0.0739450569601041,0.321835727223735,0,0,0.00202882147806935,0.0496014194782113,0,0
"GSM1621864",0.0151310074202336,0,0.30292485740821,0,0,0.138246622826974,0,0,0,0.0337291231514709,0,0.0922997763523683,0,0,0.0322268994118442,0.169539952324004,0,0.00967628451948705,0,0.136930676539764,0.0584292111460743,0.0108655888995695
"GSM1621865",0.00315610647490993,0.0745439213652512,0.251605806397981,0,0,0.141495679584409,0,0.0282491687703537,0.0127964540086012,0.0470778936350612,0,0.0643134200735592,0,0,0.0343330157433519,0.249570585542604,0,0.00064948130249466,0.0132579818514282,0.0263177547260407,0.052632730523955,0
"GSM1621867",0.00881947527765376,0.0243332868751249,0.24281288058844,0,0,0.11925315765668,0.0890217385850509,0.0227197640935377,0,0.0239699998699594,0,0.0650201384633264,0.00886275360698647,0,0.0765125400869319,0.114812151722213,0,0.0086154159082481,0,0.11895128947359,0.0537922769801984,0.0225031308120592
"GSM1621869",0.0432741777080112,0.128342114712257,0.273089758080287,0,0,0.109441549104266,0,0.033232418350863,0.00489151694281191,0.0585239158886161,0,0.051572869358003,0,0,0.0204295205775551,0.17885269949824,0,0.00042090661344781,0,0.0535532821887735,0.0443752709768689,0
"GSM1621871",0.0599034831723054,0.0505984763984017,0.181924964315288,0.014857237596103,0,0.192329050759885,0,0.0211085448293794,0,0.0110759989569346,0,0.0606909435711086,0.000806547832408077,0,0.0685449893775529,0.265339430142962,0,0,0.0153234570417404,0.0533129803879053,0.00418389561802554,0
"GSM1621873",0.0287283890691892,0.162959957175752,0.313122577005477,0.00645834920219755,0,0.0305499998570916,0,0.0410045392540273,0.00177218605496135,0.056601217906633,0,0.0480901401624114,0,0.0248847840234947,0.024238739397852,0.154350309741623,0,0,0,0.090359566719107,0.0168792444301834,0
"GSM1621876",0.00206491316044194,0.0458629609672964,0.372930511288332,0,0,0.0525118414533521,0.0213032389138174,0.0143092502506621,0,0.057899554352706,0,0.0245984062122415,0,0.065654623417515,0.102521350297669,0.0703483846142826,0,0,0,0.161338253414702,0,0.00865671165698285
"GSM1621877",0.0231323226251667,0.188893630595963,0.157797114914826,0.03137544290595,0,0.170416641578441,0,0.0172500879237691,0.0150510986436913,0.0357514692770226,0,0.0499653473534909,0,0,0.0405701130761425,0.192191539115095,0,0,0.00686893581694439,0.00979186251716315,0.0609443936563338,0
"GSM1621880",0.0226029293225682,0.139885575756745,0.153219651046603,0.00116641054826871,0,0.151286932024063,0,0.00644649541073812,0.00898174361121004,0.0237915571806688,0,0.0925725120648695,0,0,0.0577453872265006,0.260302586503462,0,0.0123168957461153,0.0696813235581878,0,0,0
"GSM1621882",0.15852321357347,0.0130657359182964,0.253807186589383,0.0202834939677297,0,0.0180196260378915,0,0.0417031700415427,0.0109876821214543,0.0649263646316149,0,0.0307921723606913,0,0.0529329928375115,0.0939397563536157,0.0804184526347247,0,0,0,0.126075993617566,0.0345241593145081,0
"GSM1621884",0,0.068986929886814,0.176640417520142,0.017208048606377,0.00621313053069458,0.0392846070736291,0.0191763657564197,0.0176200190884772,0,0.0956791006499339,0,0.0278230510161827,0.00778609312589626,0.0665741423413245,0.120393907900757,0.0295429091194044,0,0,0,0.193317810184949,0,0.113753467198999
"GSM1621885",0.0569920549378372,0.20925839362042,0.166178198924106,0.0500850985998419,0,0.0457658650169624,0.0219880313729678,0.0609980373542121,0.00801132195585096,0.0670461969933363,0,0.0248414408985085,0,0.0618529835437358,0.0823692882207768,0.117487113352218,0,0,0.0271259752092258,0,0,0
"GSM1621886",0.0031216914528827,0.00757834154451373,0.193050969399859,0.0664120563622259,0,0.155604847172409,0,0.0110983257939591,0.00658517289346839,0,0,0.0618591774441915,0.0161104424426671,0,0.0368749473850707,0.313206902818077,0,0,0.0884484144628647,0,0.0400487108278116,0
"GSM1621888",0,0.0708421773102636,0.180187456027545,0,0.00495450856977078,0.0535729806645963,0.0217141383724725,0.0138157381404358,0,0.125130372454353,0,0.0356093545019193,0,0.0508564406732399,0.126203677204033,0.0561433139002251,0,0,0,0.185795838877932,0,0.0751740033032132
"GSM1621891",0.0532139643497922,0.0619882309788793,0.208094008278095,0.0504039548761586,0.0230791657856634,0.047102510285985,0,0.0254535758912929,0.00720232539755489,0.0365104921538212,0,0.0589374050316488,0,0,0.104257725795946,0.28193052965664,0.00603272354390264,0,0.0155832994526266,0,0.0202100885219936,0
"GSM1621895",0,0.00581103792738136,0.457947085121916,0.00371377596150777,0,0.0464581282854296,0,0.0188889555488833,0,0.035061798830191,0,0.0309295684578004,0,0.0769343785400165,0.0416858193107571,0.139322819550509,0,0,0,0.119732281789057,0.0235143506765501,0
"GSM1621897",0.0722982213067764,0.223625724351069,0.0916493584567822,0.0341651287738618,0,0.164834271236537,0,0.0565177709753827,0.00027547365936737,0.0122436682641047,0,0.0713680845901233,6.42385433119026e-05,0,0.0554060182989056,0.178338874836626,0,0.0066603907581247,0.0275747001982289,0,0.0049780757507979,0
"GSM1621898",0.030445036780257,0.013351307642154,0.313822523341024,0.0388475317768038,0,0.0561720141035975,0,0.0263170934424226,0.00576656741117585,0.0358823780749862,0,0.0676180890566143,0,0,0.0341157539022341,0.266560083459016,0,0.00811227637011161,0.0268703328742051,0.0107582353986639,0.0653607763667334,0
"GSM1621899",0.0329271569443739,0,0.35700118221857,0.0360021621815912,0,0.124480032195602,0,0.0149385014392242,0,0,0,0.045382463842022,0.00455134303609199,0,0.0340823289449865,0.209099411573073,0,0,0.054289135763211,0.0235515910483739,0.0636946908128806,0
"GSM1621901",0.00620611420834743,0.0280039987975858,0.085488216799196,0.00522213505307036,0,0.249160392761978,0.0445447756246458,0.0466670838008056,0,0.00582252202661653,0,0.0674358509570864,0.0141820920577687,0,0.0628425029470378,0.263612253480291,0,0,0.028320050261181,0.0740558921815167,0.0184361190428727,0
"GSM1621902",0.0525084024819937,0.0484682184311102,0.233082902025926,0.0465151178845444,0,0.150194637810642,0,0.022457881078145,0.000832858480734286,0.00767050998152876,0,0.0685119346006985,0,0,0.0548275016476455,0.241925558114351,0,0,0.037651979939007,0,0.0353524975236737,0
"GSM1621903",0.0628799678443909,0,0.281452685682131,0.0432772029321762,0,0.136644487893968,0,0.00186661549933589,0.00665337246534886,0,0,0.0488776663432189,0.00431236751844648,0,0.0165281044825856,0.299894923068936,0.0162575900374869,0,0.0636334441071482,0,0.0177215721248272,0
"GSM1621906",0.0512293075387914,0,0.369585286256159,0.0522797533455928,0,0.0834012675998527,0,0.0230864708939913,0.00485352466750675,0,0,0.0868962390720246,0,0,0.0621183583012208,0.230573980123873,0,0,0.0174695993538956,0.00226941802667633,0.0162367948204155,0
"GSM1621907",0.0111767991852758,0,0.222803536655252,0,0,0.113195914011233,0,0.00424768116433027,0.00692980728592593,0.0694495109976991,0,0.0364844326391013,0,0.00467739950673415,0.0389861032426451,0.337070240021043,0.00594009198141026,0,0.0975163666088484,0,0.0515221167005014,0
"GSM1621908",0.0523736874670982,0,0.252311832586656,0.0146547723795525,0,0.137452859989976,0,0.00514080850675316,0.00754890091403388,0,0,0.081066466494345,0,0,0.0486889464941911,0.292424316551192,0,0,0.0744148097609266,0,0.0339225988552759,0
"GSM1621909",0.0218923744966212,0.149105119507646,0.0490822405769553,0.020914774229842,0,0.145148142265857,0,0.0382662679882532,0.0451140456934004,0.0079253475489675,0,0.0908151217851599,0,0.0724189014621805,0.0687059079055216,0.234569924658369,0,0,0,0.0466061513776503,0.00943568050357589,0
"GSM1621910",0,0.00605542911096505,0.566683989449594,0.00650979814935673,0,0.0540431815840809,0,0.0117524018119299,0,0.00847236559875136,0,0.0522457702574327,0,0.0629120974962869,0.0216612599874381,0.127634699032162,0,0,0,0.0631892156062395,0.0188397919157624,0
"GSM1621911",0.00904618332340461,0,0.28604114521112,0,0,0.16694793700306,0,0.00622935660671671,0.00340562713477413,0.121227517407464,0,0.0536683210429629,0,0.00692187119806688,0.0151182120886309,0.213333075806397,0,0.00889927848501801,0.109161474692386,0,0,0
"GSM1621913",0.0938588158713135,0,0.197507504428649,0.0615213262381857,0,0.231927521525864,0,0,0,0,0.0122145112451093,0.046885469749636,0.0266794447785224,0,0.0275412440154741,0.153617054861756,0.0192217498703311,0.00121234628035769,0.0611860758159193,0,0.0666269353188809,0
"GSM1621914",0.000668294709376199,0,0.468591918494165,0.0123766846954118,0,0.0857468844143618,0.00499720984970249,0,0,0,0,0.0484302984943797,0.00232191370194262,0.0328385095018861,0.049641783028784,0.152709006795783,0,0,0,0.133579431894015,0,0.00809806442019214
"GSM1621915",0,0.0269524249385126,0.467181091240942,0.0153902487177798,0,0.126407344888264,0,0.0171822160377125,0,0.0205857533413782,0,0.0498664968097909,0.00245046712220322,0,0.0565893226634523,0.148405787226829,0,0.000208783733416392,0,0.0367941300881737,0.0319859331915447,0
"GSM1621917",0.010069992490903,0.00634141419148117,0.379933290166285,0.0285265793445485,0,0.0392089299371631,0.0147297396423173,0.020238595372118,0,0.0164990080986634,0,0.0199973354899907,0,0.104624393227286,0.109296823282476,0.125134617626777,0,0,0,0.120226389890413,0.00364377694393614,0.00152911429564206
"GSM1621919",0.000710686137594522,0.121784056202308,0.0854687786329956,0.0145721234035394,0,0.16774748825957,0,0.0103336827368756,0.0157434239779748,0.0146665358566114,0,0.10030969832009,0.000955734606808517,0.00593872704647112,0.0681415656559647,0.146418884981032,0,0.0131168093220982,0,0.0905866580903769,0.143505146769689,0
"GSM1621921",0.0484329427083445,0.0211653068823729,0.0752619368370312,0.0962103183915805,0,0.117000142577114,0,0.0577411085555038,0.00322046879793276,0,0,0.0280905887483808,0,0,0.0651759293362562,0.257653953663777,0,0.0344741349980545,0,0.0988759388583852,0.0774635857789615,0.0192336438663058
"GSM1621923",0,0.0901360341951878,0.177671768970343,0,0,0.0787059201359156,0.0486460128362554,0.0137435253008572,0,0.0845761817910052,0,0.0272010829011218,0,0.0920108401644512,0.159522138371811,0.0696065103846306,0,0,0,0.125333776711377,0.00809926238372869,0.0247469458533156
"GSM1621924",0,0.0902468565266937,0.173059829747648,0.0387880481860255,0,0.160859057246461,0,0.0248189483578301,0.0215947342115871,0.0450468259492937,0,0.075346719488663,0,0.0107800867879516,0.0463823317544052,0.187494395960239,0,0,0.0739384498548268,0,0.0516437159283755,0
"GSM1621927",0.0179410867888916,0.0210614762682187,0.346157233983887,0.00833484918597844,0,0.0540686969114391,0,0.0370911228693405,0,0.0444360133754291,0,0.0427678233775368,0.00374967477902223,0.000429602974387598,0.0745384608372191,0.180651353069375,0,0,0,0.128663692861749,0.0401089127175255,0
"GSM1621928",0,0.00766626811735499,0.378007482688697,0.0135975752967227,0,0.0894821078517029,0.00868447717195764,0.0235230086289892,0,0.00721917316801488,0,0.0737221642352196,0,0.0338592238113493,0.128225492723513,0.105955410637927,0,0,0,0.109677957570132,0.0189014842922109,0.00147817380620857
"GSM1621931",0.0174247321810596,0.0149369156319406,0.408151608592253,0.00380793878331622,0,0.0707161404216962,0,0.022156550627053,0,0.0248385814013598,0,0.0478349391802689,0.00257863992600607,0.0105392930191914,0.0411261619642338,0.138351083924569,0,0.000607299672802075,0,0.144809677731776,0.0521204369424741,0
"GSM1621933",0.00383899517343043,0.0808650638969101,0.23264855773102,0,0,0.230878522639564,0,0.00269883814148099,0,0.0186385792614643,0,0.082779942803006,0,0,0.0315619558715125,0.202967331533304,0,0,0.080818204086203,0,0.0323040088621049,0
"GSM1621934",0.0231302297736295,0.00659721981031017,0.278932550594039,0.0602636262736753,0,0.138479419955827,0,0.00659330367584459,0.00550822634064635,0,0,0.0903548825740601,0.0012813940383579,0,0.0507652532053583,0.266305665260574,0.00654547871285923,0,0.032041368635926,0,0.0332013811488924,0
"GSM1621935",0,0.0555192487611291,0.291344773533105,0,0,0.0760565198340062,0,0.0221326336876091,0,0.0422050829561559,0,0.0368677608808812,0.00655845987463542,0.0219401134182144,0.12246646059022,0.144440998586748,0,0,0,0.151907707826935,0.0285602400503616,0
"GSM1621937",0.0289320817097136,0.207445790349677,0.183269594204813,0.0414436339857046,0,0.100754978369186,0,0.0272592252983676,0,0,0,0.0851684043603145,0,0,0.037949693258078,0.128582728630125,0,0.0106347408015958,0.0601674253308366,0.00623945103348132,0.0821522526681071,0
"GSM1621938",0.0487607831942435,0,0.303211555848484,0,0,0.0715594770059016,0,0.0283679237090731,0.00141349521239128,0.00893532829696435,0,0.0360002237718792,0,0,0.0214245582607473,0.37176019994472,0,0.00297385512567936,0.0834376858248345,0,0.0221549138050811,0
"GSM1621939",0,0,0.42340002492078,0.0584744230009015,0,0.0962274136652502,0,0,0.0153304627298779,0,0,0.0447320178390116,0.00587648901572081,0,0.0084130868106931,0.229421271920823,0,0.0103472129488614,0.0551842437856601,0,0.0525933533624204,0
"GSM1621941",0.0306751731664665,0,0.266260026611016,0,0,0.121871432851767,0,0,0,0.0809362047503631,0,0.0764971908839639,0,0,0.086266341924523,0.202300259072151,0.00219346628643545,0,0,0.132999904453314,0,0
"GSM1621942",0.0637779536777777,0,0.381371593022142,0.0275632459455518,0,0.0961492355908286,0,0.00357491471657719,0.0073756461977337,0,0,0.0417996211191681,0.000887688504575684,0,0.00372475074738132,0.264041907380677,0,0.00735223842548652,0.06095171428181,0,0.0414294903902909,0
"GSM1621943",0,0.000565779612552229,0.411068868804017,0.0561266860898395,0,0.105039882592635,0,0,0,0,0,0.0478997944446638,0,0,0.00362285878915986,0.241885000678949,0,0.00511433319746202,0.0591536163887303,0,0.0695231794019911,0
"GSM1621944",0.0737495629839928,0,0.168800198139993,0,0,0.130853410532719,0,0.0138277659945056,0,0.0325519303304706,0,0.0527637308115751,0,0,0,0.370601869201582,0,0.0257960270844348,0.11399526801295,0,0.0170602369077766,0
"GSM1621945",0.0384192172277211,0,0.190969334612398,0,0,0.099480482786745,0,0.0242736087976345,0,0.0603386602308972,0,0.0517748628419062,0,0,0.0347602500940015,0.31915707240291,0.00902180700422314,0,0.131560762616567,0,0.0402439413849964,0
"GSM1621947",0.0374654207465911,0,0.30494351596466,0,0,0.213956072027833,0.00114289842315361,0,0.00135535119224659,0.0448132138682082,0,0.049064991422896,0,0,0,0.235449907772658,0,0.012229664888737,0.0885619141382384,0,0.0110170495547783,0
"GSM1621948",0.0236962459702345,0.0726488567013086,0.071039196691507,0,0,0.198276874307339,0,0.0489425577505708,0,0.0836636639198478,0,0.123169203902783,0,0,0.0179419539493854,0.272207996279019,0,0.0123616058573314,0,0.0760518446706732,0,0
"GSM1621949",0.0366838362419823,0.0313356889121051,0.419478188411302,0.00410336729455149,0,0.0487677433285897,0.0126754081917411,0.0348341999261294,0,0.0465962864480125,0,0.0679938823178244,0,0.0208132645271317,0.047016021126346,0.0933039018245864,0,0,0,0.117050689673749,0.0193475217759493,0
"GSM1621951",0.0228918038871647,0,0.249904076915508,0,0,0.183254828257958,0,0.0122150461993041,0,0.065196458935033,0,0.070267603545809,0,0,0.0137030105832514,0.315587212996159,0,0.0161056647238156,0.0508742939559965,0,0,0
"GSM1621588",0.0245411090676985,0,0.455527946393334,0.00544067621708808,0,0.0991884885213925,0,0.00329913375053592,0,0.000171642090586025,0,0.0846568072504185,0,0,0.0379316368361504,0.208649304334133,0,0,0,0.045986002304527,0.0346072532341361,0
"GSM1621593",0.0516620536243673,0.0671029518585428,0.238869623590189,0.0476852002858042,0,0.141540688216254,0,0.0489135254620494,0,0,0,0.0835655107220029,0,0.0600831836088082,0.139273909511386,0.0909869727054286,0,0,0,0.0303163804151674,0,0
"GSM1621594",0.0103165275468486,0,0.37044053840931,0,0,0.175653762125893,0,0.0142071912235798,0,0.0441841196033416,0,0.0676305935800168,0,0,0.0161035315262213,0.238586775918097,0,0,0.0450970933331425,0,0.00745854932419584,0.0103213174093534
"GSM1621596",0.023091359820779,0,0.184425845366684,0,0,0.193585161419115,0,0.0294483093500028,0.0202227360114373,0.0417764995323362,0,0.106091883758766,0,0.00722556919363292,0.104080562644862,0.214929811469989,0.0126076946155543,0,0.0420434944812509,0,0.0204710723355904,0
"GSM1621599",0,0,0.322770451927869,0,0,0.0788623884274475,0,0,0,0.0409958153690829,0,0.0263584252661561,0.0134397027522955,0.0201363241362033,0.094713297286433,0.124342699896471,0.000313487472935001,0,0,0.153839878096917,0.0787865217260708,0.045441007642119
